person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,female,0,121286.0,6,MORTGAGE,25000.0,VENTURE,11.14,0.21,4.0,612,Yes,0
22.0,female,2,50235.0,0,RENT,7000.0,DEBTCONSOLIDATION,6.67,0.14,3.0,629,Yes,0
32.0,male,0,42810.0,8,RENT,7500.0,MEDICAL,9.08,0.18,7.0,682,Yes,0
25.0,female,2,40836.0,0,MORTGAGE,3000.0,VENTURE,6.53,0.07,2.0,597,Yes,0
23.0,female,3,64697.0,1,MORTGAGE,17837.0,EDUCATION,13.56,0.28,4.0,692,No,0
41.0,male,2,301172.0,17,MORTGAGE,4881.0,VENTURE,10.46,0.02,13.0,727,No,0
35.0,male,0,87187.0,15,MORTGAGE,10757.0,DEBTCONSOLIDATION,7.45,0.12,9.0,539,No,0
30.0,female,0,97103.0,7,MORTGAGE,14446.0,HOMEIMPROVEMENT,12.04,0.15,9.0,652,Yes,0
26.0,male,2,50946.0,4,RENT,10466.0,DEBTCONSOLIDATION,9.4,0.21,5.0,583,Yes,0
37.0,female,1,108953.0,12,MORTGAGE,3000.0,EDUCATION,11.37,0.03,11.0,642,Yes,0
26.0,female,1,54767.0,1,MORTGAGE,15180.0,PERSONAL,14.21,0.28,9.0,641,Yes,0
34.0,female,2,192903.0,9,OWN,23722.0,PERSONAL,11.83,0.12,8.0,676,Yes,0
33.0,male,1,46850.0,8,RENT,3000.0,EDUCATION,14.16,0.06,10.0,699,No,0
29.0,female,1,35160.0,6,OWN,12164.0,VENTURE,10.45,0.35,8.0,649,Yes,0
24.0,male,3,115091.0,3,MORTGAGE,5000.0,PERSONAL,8.97,0.04,2.0,685,No,0
22.0,male,1,169439.0,0,MORTGAGE,18000.0,HOMEIMPROVEMENT,7.9,0.11,5.0,621,Yes,0
44.0,male,4,45527.0,20,RENT,3506.0,EDUCATION,12.94,0.08,13.0,725,No,0
31.0,male,2,120940.0,10,MORTGAGE,7000.0,DEBTCONSOLIDATION,9.99,0.06,10.0,666,Yes,0
23.0,male,2,61087.0,0,RENT,7000.0,VENTURE,9.23,0.11,4.0,575,Yes,0
39.0,male,1,66185.0,14,MORTGAGE,3557.0,PERSONAL,10.71,0.05,11.0,620,Yes,0
26.0,male,2,39415.0,6,RENT,6391.0,EDUCATION,12.97,0.16,4.0,605,Yes,0
30.0,male,2,79012.0,10,RENT,10000.0,EDUCATION,13.9,0.13,7.0,618,Yes,0
25.0,female,2,102982.0,4,RENT,12000.0,VENTURE,13.58,0.12,4.0,519,Yes,0
31.0,male,4,49357.0,9,MORTGAGE,14000.0,VENTURE,9.57,0.28,11.0,666,Yes,0
27.0,female,1,252439.0,3,MORTGAGE,15000.0,VENTURE,13.85,0.06,6.0,620,Yes,0
32.0,female,0,91585.0,10,RENT,15000.0,MEDICAL,11.58,0.16,6.0,540,Yes,0
23.0,female,3,45457.0,0,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.22,3.0,708,Yes,0
29.0,male,0,174944.0,5,MORTGAGE,25000.0,EDUCATION,10.35,0.14,8.0,556,Yes,0
24.0,male,2,37381.0,2,RENT,5000.0,EDUCATION,8.14,0.13,2.0,606,Yes,0
24.0,female,1,109075.0,0,RENT,10000.0,DEBTCONSOLIDATION,7.51,0.09,4.0,623,Yes,0
23.0,male,2,74165.0,0,MORTGAGE,7399.0,EDUCATION,9.41,0.1,2.0,652,Yes,0
23.0,female,0,108928.0,1,MORTGAGE,20000.0,PERSONAL,11.01,0.18,4.0,643,Yes,0
26.0,male,3,36974.0,2,MORTGAGE,15000.0,HOMEIMPROVEMENT,11.16,0.41,2.0,594,Yes,0
50.0,female,2,94211.0,26,RENT,6668.0,DEBTCONSOLIDATION,8.97,0.07,22.0,728,Yes,0
23.0,female,0,43129.0,3,RENT,3000.0,VENTURE,10.78,0.07,3.0,648,Yes,0
24.0,male,2,193091.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,5.65,0.06,5.0,617,Yes,0
25.0,male,1,48526.0,4,RENT,7094.0,EDUCATION,11.57,0.15,6.0,672,No,0
25.0,male,2,72820.0,2,MORTGAGE,4000.0,EDUCATION,10.45,0.05,4.0,649,Yes,0
32.0,female,0,32085.0,8,RENT,6636.0,MEDICAL,11.0,0.21,8.0,593,Yes,0
29.0,male,4,71754.0,6,RENT,6000.0,EDUCATION,10.97,0.08,7.0,696,Yes,0
22.0,female,3,29983.0,3,RENT,1500.0,EDUCATION,13.02,0.05,4.0,605,No,0
26.0,female,1,38681.0,2,RENT,3600.0,VENTURE,9.87,0.09,4.0,638,Yes,0
32.0,female,3,120977.0,13,MORTGAGE,12000.0,DEBTCONSOLIDATION,13.33,0.1,8.0,693,Yes,0
26.0,female,0,61774.0,3,RENT,1664.0,VENTURE,12.32,0.03,5.0,661,No,0
23.0,female,3,105208.0,0,MORTGAGE,2085.0,EDUCATION,10.98,0.02,2.0,614,Yes,0
24.0,male,1,61148.0,0,MORTGAGE,6000.0,PERSONAL,7.6,0.1,4.0,616,No,0
24.0,female,0,49161.0,2,RENT,1000.0,EDUCATION,6.91,0.02,4.0,694,No,0
31.0,female,2,69096.0,10,MORTGAGE,12000.0,MEDICAL,10.22,0.17,8.0,560,Yes,0
26.0,female,1,47320.0,3,RENT,3000.0,DEBTCONSOLIDATION,11.34,0.06,8.0,571,Yes,0
65.0,female,2,45496.0,44,RENT,10775.0,EDUCATION,13.82,0.24,25.0,628,No,0
22.0,male,1,73356.0,0,MORTGAGE,18000.0,EDUCATION,9.88,0.25,3.0,659,Yes,0
31.0,male,1,65572.0,8,MORTGAGE,3728.0,EDUCATION,8.49,0.06,7.0,649,Yes,0
22.0,male,1,15535.0,0,RENT,1000.0,EDUCATION,13.61,0.06,2.0,627,Yes,0
30.0,male,1,98496.0,7,RENT,18000.0,DEBTCONSOLIDATION,10.99,0.18,5.0,667,Yes,0
26.0,female,0,70644.0,2,RENT,8000.0,EDUCATION,9.58,0.11,5.0,527,Yes,0
25.0,female,0,60927.0,5,MORTGAGE,6400.0,VENTURE,8.32,0.11,4.0,655,No,0
29.0,male,3,39618.0,8,MORTGAGE,8000.0,MEDICAL,6.69,0.2,6.0,703,No,0
22.0,female,1,33755.0,1,RENT,5000.0,DEBTCONSOLIDATION,6.78,0.15,3.0,660,No,0
23.0,female,3,128018.0,4,RENT,8093.0,PERSONAL,11.22,0.06,2.0,526,Yes,0
23.0,male,1,49010.0,2,RENT,8000.0,DEBTCONSOLIDATION,6.45,0.16,3.0,632,Yes,0
29.0,female,2,26125.0,5,RENT,6162.0,EDUCATION,9.5,0.24,8.0,689,No,0
36.0,male,0,68538.0,15,MORTGAGE,13000.0,VENTURE,9.49,0.19,16.0,697,Yes,0
25.0,male,2,51044.0,1,RENT,10000.0,EDUCATION,13.41,0.2,2.0,546,Yes,0
24.0,male,2,62160.0,1,RENT,15000.0,DEBTCONSOLIDATION,11.12,0.24,4.0,673,No,0
26.0,male,1,76635.0,2,RENT,12584.0,HOMEIMPROVEMENT,9.59,0.16,5.0,621,Yes,0
27.0,male,3,79940.0,5,RENT,8142.0,EDUCATION,15.39,0.1,7.0,642,Yes,0
32.0,female,2,98179.0,8,RENT,7500.0,HOMEIMPROVEMENT,10.14,0.08,9.0,711,Yes,0
23.0,male,3,94552.0,4,MORTGAGE,8000.0,EDUCATION,13.52,0.08,4.0,644,No,0
23.0,female,1,18678.0,0,RENT,1732.0,MEDICAL,12.68,0.09,3.0,556,Yes,0
32.0,female,1,65866.0,8,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.82,0.08,7.0,531,No,0
32.0,male,2,111167.0,10,MORTGAGE,12000.0,MEDICAL,6.82,0.11,10.0,611,Yes,0
32.0,male,0,72979.0,13,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.97,0.11,8.0,593,Yes,0
30.0,female,0,43211.0,5,OWN,10000.0,EDUCATION,6.04,0.23,9.0,645,Yes,0
36.0,male,1,97143.0,14,RENT,7500.0,EDUCATION,11.63,0.08,14.0,606,No,0
33.0,male,3,427380.0,11,MORTGAGE,12780.0,VENTURE,17.61,0.03,9.0,675,Yes,0
31.0,male,2,89964.0,6,MORTGAGE,1200.0,HOMEIMPROVEMENT,9.08,0.01,7.0,680,Yes,0
23.0,female,1,102753.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.41,0.1,3.0,586,Yes,0
28.0,male,0,47716.0,4,RENT,2090.0,DEBTCONSOLIDATION,11.01,0.04,7.0,590,Yes,0
22.0,female,0,105222.0,0,MORTGAGE,10000.0,EDUCATION,10.18,0.1,3.0,687,No,0
30.0,male,2,180621.0,9,MORTGAGE,6000.0,PERSONAL,10.76,0.03,8.0,682,Yes,0
25.0,female,1,98100.0,4,MORTGAGE,10000.0,PERSONAL,13.86,0.1,6.0,588,Yes,0
23.0,male,1,79284.0,2,MORTGAGE,7000.0,VENTURE,8.01,0.09,4.0,661,Yes,0
25.0,male,0,198957.0,4,MORTGAGE,20000.0,EDUCATION,11.04,0.1,4.0,668,No,0
36.0,male,3,173324.0,12,MORTGAGE,7865.0,MEDICAL,12.18,0.05,11.0,676,Yes,0
26.0,male,3,132859.0,4,MORTGAGE,16000.0,VENTURE,9.79,0.12,5.0,477,Yes,0
38.0,male,1,240897.0,17,MORTGAGE,3000.0,PERSONAL,7.68,0.01,14.0,700,No,0
26.0,male,0,162809.0,1,RENT,24000.0,DEBTCONSOLIDATION,14.46,0.15,4.0,646,No,0
26.0,female,2,43142.0,2,RENT,7200.0,PERSONAL,9.76,0.17,4.0,635,Yes,0
23.0,female,2,29688.0,0,RENT,5000.0,DEBTCONSOLIDATION,12.85,0.17,3.0,589,Yes,0
33.0,male,0,106450.0,10,RENT,9000.0,VENTURE,13.29,0.08,10.0,708,Yes,0
23.0,female,0,101987.0,2,MORTGAGE,25000.0,VENTURE,10.48,0.25,2.0,559,No,0
30.0,female,0,61022.0,8,RENT,6533.0,VENTURE,10.43,0.11,5.0,629,Yes,0
30.0,female,2,54981.0,10,RENT,2100.0,VENTURE,8.11,0.04,9.0,646,Yes,0
25.0,male,1,105315.0,2,MORTGAGE,10000.0,EDUCATION,10.35,0.09,3.0,665,No,0
24.0,male,2,62256.0,1,RENT,14501.0,MEDICAL,8.11,0.23,4.0,586,Yes,0
26.0,male,2,139238.0,1,MORTGAGE,19607.0,EDUCATION,13.29,0.14,3.0,607,No,0
33.0,female,3,72923.0,11,OWN,16000.0,PERSONAL,12.15,0.22,10.0,587,Yes,0
28.0,female,3,37184.0,3,RENT,5200.0,EDUCATION,5.64,0.14,7.0,549,No,0
23.0,female,1,52233.0,0,MORTGAGE,9564.0,DEBTCONSOLIDATION,6.86,0.18,3.0,542,Yes,0
24.0,female,1,87857.0,1,RENT,16888.0,MEDICAL,6.98,0.19,4.0,614,Yes,0
26.0,female,1,90917.0,5,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.96,0.13,4.0,663,Yes,0
42.0,male,0,119523.0,20,MORTGAGE,5043.0,VENTURE,14.26,0.04,14.0,665,Yes,0
23.0,female,0,73117.0,2,MORTGAGE,11500.0,PERSONAL,8.65,0.16,2.0,563,Yes,0
32.0,male,2,48999.0,9,RENT,4000.0,MEDICAL,13.58,0.08,7.0,633,No,0
22.0,male,3,46618.0,0,RENT,10000.0,PERSONAL,13.49,0.21,2.0,672,No,0
22.0,female,2,12327.0,2,RENT,1200.0,EDUCATION,10.46,0.1,3.0,631,Yes,0
34.0,female,1,78901.0,10,MORTGAGE,3000.0,PERSONAL,11.99,0.04,12.0,611,Yes,0
35.0,female,2,52574.0,13,RENT,6150.0,MEDICAL,9.07,0.12,12.0,688,No,0
34.0,male,2,59682.0,11,MORTGAGE,2400.0,DEBTCONSOLIDATION,7.18,0.04,5.0,600,Yes,0
23.0,male,3,58471.0,0,MORTGAGE,6627.0,EDUCATION,11.35,0.11,3.0,625,Yes,0
27.0,male,2,82535.0,5,MORTGAGE,6000.0,EDUCATION,7.73,0.07,4.0,662,No,0
26.0,male,0,126799.0,4,MORTGAGE,25000.0,EDUCATION,11.57,0.2,4.0,653,Yes,0
25.0,female,0,48695.0,1,MORTGAGE,4500.0,EDUCATION,12.82,0.09,3.0,681,Yes,0
27.0,female,0,51421.0,6,RENT,6500.0,EDUCATION,7.55,0.13,5.0,678,Yes,0
27.0,female,4,171736.0,3,MORTGAGE,4741.0,VENTURE,13.02,0.03,8.0,663,Yes,0
24.0,male,2,109209.0,0,MORTGAGE,3000.0,PERSONAL,12.78,0.03,4.0,617,Yes,0
35.0,male,1,138813.0,9,RENT,2850.0,HOMEIMPROVEMENT,8.57,0.02,11.0,616,Yes,0
28.0,male,3,83754.0,6,RENT,2000.0,VENTURE,6.88,0.02,6.0,603,No,0
24.0,female,3,114909.0,3,MORTGAGE,5000.0,PERSONAL,9.88,0.04,4.0,713,No,0
31.0,male,2,56023.0,9,RENT,5000.0,VENTURE,11.01,0.09,8.0,716,No,0
26.0,male,1,97016.0,5,MORTGAGE,13000.0,DEBTCONSOLIDATION,7.61,0.13,4.0,695,Yes,0
30.0,male,0,37359.0,11,MORTGAGE,4000.0,MEDICAL,10.53,0.11,7.0,684,No,0
26.0,female,1,181338.0,0,MORTGAGE,25000.0,EDUCATION,10.09,0.14,4.0,614,No,0
26.0,male,2,54047.0,5,MORTGAGE,4000.0,HOMEIMPROVEMENT,7.2,0.07,3.0,613,Yes,0
30.0,female,3,68887.0,6,MORTGAGE,20000.0,PERSONAL,12.31,0.29,8.0,581,Yes,0
23.0,male,1,63305.0,0,OWN,9600.0,PERSONAL,7.27,0.15,5.0,622,Yes,0
26.0,male,0,89626.0,1,RENT,1187.0,DEBTCONSOLIDATION,12.53,0.01,2.0,610,Yes,0
25.0,male,0,36953.0,1,RENT,3000.0,PERSONAL,11.85,0.08,4.0,671,Yes,0
29.0,male,2,112952.0,6,MORTGAGE,5725.0,DEBTCONSOLIDATION,12.03,0.05,6.0,609,Yes,0
46.0,female,0,114993.0,25,MORTGAGE,5000.0,MEDICAL,7.02,0.04,15.0,646,Yes,0
23.0,male,2,51699.0,0,RENT,6006.0,VENTURE,10.73,0.12,4.0,606,No,0
23.0,male,0,63214.0,1,RENT,3900.0,EDUCATION,7.98,0.06,4.0,514,Yes,0
36.0,female,1,99368.0,17,MORTGAGE,8000.0,PERSONAL,18.29,0.08,13.0,608,Yes,0
28.0,male,1,102738.0,7,RENT,9000.0,HOMEIMPROVEMENT,11.01,0.09,7.0,647,No,0
25.0,female,0,61160.0,1,MORTGAGE,6266.0,PERSONAL,7.5,0.1,5.0,628,Yes,0
24.0,male,2,48724.0,0,MORTGAGE,7094.0,EDUCATION,14.41,0.15,5.0,608,Yes,0
23.0,female,0,49563.0,0,RENT,3000.0,PERSONAL,13.44,0.06,4.0,589,Yes,0
26.0,female,2,136403.0,1,MORTGAGE,15537.0,HOMEIMPROVEMENT,10.58,0.11,5.0,621,Yes,0
27.0,female,3,120816.0,4,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.45,0.1,6.0,722,No,0
25.0,male,0,25835.0,3,RENT,2892.0,DEBTCONSOLIDATION,12.57,0.11,4.0,644,Yes,0
26.0,female,0,63578.0,5,RENT,8000.0,EDUCATION,10.58,0.13,4.0,682,No,0
27.0,male,0,47315.0,3,RENT,3600.0,DEBTCONSOLIDATION,11.42,0.08,5.0,644,No,0
26.0,female,1,181101.0,5,MORTGAGE,9785.0,DEBTCONSOLIDATION,7.45,0.05,5.0,484,Yes,0
22.0,male,1,83733.0,0,MORTGAGE,15000.0,EDUCATION,8.49,0.18,2.0,561,Yes,0
28.0,male,3,124825.0,6,MORTGAGE,4642.0,EDUCATION,9.26,0.04,6.0,646,No,0
24.0,male,0,30732.0,2,OWN,5000.0,VENTURE,10.27,0.16,4.0,630,Yes,0
34.0,female,3,60360.0,10,RENT,12000.0,VENTURE,12.9,0.2,8.0,634,Yes,0
30.0,female,1,88565.0,6,MORTGAGE,15000.0,EDUCATION,11.38,0.17,9.0,666,Yes,0
23.0,male,3,52873.0,2,MORTGAGE,10000.0,EDUCATION,11.19,0.19,4.0,504,Yes,0
27.0,male,0,63019.0,7,RENT,6000.0,MEDICAL,8.65,0.1,8.0,586,Yes,0
26.0,female,1,70776.0,4,MORTGAGE,4576.0,EDUCATION,12.28,0.06,9.0,569,Yes,0
23.0,male,2,60617.0,3,RENT,6000.0,DEBTCONSOLIDATION,11.63,0.1,3.0,645,No,0
25.0,female,1,91158.0,3,RENT,6389.0,VENTURE,8.27,0.07,4.0,596,Yes,0
36.0,male,0,145067.0,13,MORTGAGE,25000.0,HOMEIMPROVEMENT,11.06,0.17,11.0,697,No,0
29.0,male,1,56165.0,3,RENT,12000.0,EDUCATION,11.01,0.21,9.0,580,Yes,0
25.0,male,2,87567.0,3,RENT,10000.0,PERSONAL,10.37,0.11,4.0,637,Yes,0
26.0,male,2,52995.0,3,MORTGAGE,15912.0,VENTURE,9.94,0.3,3.0,645,Yes,0
32.0,female,2,127031.0,9,MORTGAGE,5000.0,MEDICAL,14.24,0.04,9.0,569,Yes,0
29.0,male,2,73055.0,7,MORTGAGE,5000.0,MEDICAL,11.01,0.07,8.0,596,Yes,0
33.0,male,1,75456.0,10,RENT,7000.0,MEDICAL,7.03,0.09,9.0,638,No,0
26.0,male,1,87751.0,3,MORTGAGE,11238.0,EDUCATION,9.93,0.13,4.0,610,Yes,0
24.0,female,0,54876.0,4,RENT,7000.0,VENTURE,7.51,0.13,4.0,628,Yes,0
22.0,female,0,96934.0,0,MORTGAGE,5000.0,VENTURE,12.98,0.05,3.0,583,Yes,0
57.0,male,1,105209.0,35,RENT,15000.0,HOMEIMPROVEMENT,8.41,0.14,22.0,629,Yes,0
24.0,female,0,64658.0,1,RENT,10000.0,DEBTCONSOLIDATION,7.95,0.15,4.0,652,No,0
24.0,female,0,26232.0,0,RENT,3906.0,DEBTCONSOLIDATION,14.09,0.15,4.0,527,Yes,0
23.0,female,1,29922.0,0,RENT,5000.0,MEDICAL,12.64,0.17,4.0,597,Yes,0
24.0,female,3,106097.0,2,RENT,20000.0,DEBTCONSOLIDATION,13.25,0.19,5.0,585,Yes,0
30.0,female,2,54980.0,7,MORTGAGE,10072.0,EDUCATION,13.21,0.18,8.0,695,Yes,0
24.0,male,2,61746.0,0,RENT,2715.0,DEBTCONSOLIDATION,8.23,0.04,3.0,567,Yes,0
29.0,male,2,149874.0,3,MORTGAGE,2000.0,DEBTCONSOLIDATION,5.42,0.01,7.0,558,Yes,0
26.0,female,2,65379.0,4,RENT,8000.0,MEDICAL,5.63,0.12,4.0,662,No,0
28.0,female,2,101722.0,2,OWN,25000.0,VENTURE,7.94,0.25,7.0,596,Yes,0
26.0,female,2,54311.0,3,MORTGAGE,6000.0,MEDICAL,7.95,0.11,6.0,662,No,0
26.0,female,2,55187.0,1,MORTGAGE,5952.0,MEDICAL,7.59,0.11,3.0,619,Yes,0
28.0,female,3,48966.0,2,RENT,1400.0,EDUCATION,9.2,0.03,7.0,684,Yes,0
27.0,female,3,21811.0,4,RENT,1000.0,VENTURE,7.56,0.05,5.0,602,Yes,0
32.0,male,3,90795.0,13,MORTGAGE,12000.0,HOMEIMPROVEMENT,11.53,0.13,9.0,479,Yes,0
29.0,male,1,87518.0,7,MORTGAGE,1193.0,EDUCATION,14.81,0.01,8.0,657,No,0
36.0,female,2,85317.0,16,MORTGAGE,30000.0,HOMEIMPROVEMENT,10.14,0.35,13.0,706,Yes,0
28.0,male,0,163061.0,7,MORTGAGE,21433.0,VENTURE,12.11,0.13,5.0,540,Yes,0
42.0,male,0,135412.0,18,MORTGAGE,25000.0,PERSONAL,12.76,0.18,16.0,648,No,0
35.0,male,1,28184.0,14,RENT,3500.0,EDUCATION,14.1,0.12,9.0,697,Yes,0
25.0,female,2,31516.0,0,MORTGAGE,1000.0,MEDICAL,11.08,0.03,5.0,587,Yes,0
23.0,female,1,87175.0,0,RENT,12000.0,MEDICAL,14.84,0.14,4.0,628,Yes,0
33.0,male,1,32720.0,10,RENT,7000.0,MEDICAL,11.36,0.21,9.0,682,Yes,0
28.0,male,1,67984.0,6,MORTGAGE,20000.0,EDUCATION,10.17,0.29,8.0,641,No,0
23.0,male,3,94554.0,1,MORTGAGE,1235.0,EDUCATION,10.12,0.01,4.0,642,No,0
27.0,female,3,131687.0,8,MORTGAGE,27692.0,PERSONAL,10.47,0.21,5.0,565,No,0
29.0,male,2,114830.0,6,RENT,14000.0,VENTURE,13.27,0.12,9.0,501,Yes,0
26.0,female,2,53088.0,3,RENT,3095.0,EDUCATION,14.06,0.06,4.0,649,Yes,0
26.0,female,0,49206.0,3,RENT,3600.0,DEBTCONSOLIDATION,7.52,0.07,4.0,664,Yes,0
32.0,female,1,103182.0,9,MORTGAGE,2000.0,VENTURE,12.12,0.02,11.0,592,Yes,0
27.0,male,3,29895.0,4,RENT,2111.0,MEDICAL,13.45,0.07,4.0,697,No,0
31.0,female,2,61111.0,6,MORTGAGE,1889.0,VENTURE,7.83,0.03,9.0,558,Yes,0
25.0,female,0,67966.0,4,RENT,5000.0,PERSONAL,8.45,0.07,3.0,636,Yes,0
25.0,female,0,97146.0,2,RENT,20000.0,VENTURE,14.07,0.21,4.0,639,No,0
23.0,male,0,139361.0,0,MORTGAGE,10170.0,MEDICAL,11.45,0.07,3.0,506,Yes,0
24.0,male,2,33617.0,0,RENT,7500.0,EDUCATION,6.72,0.22,6.0,639,No,0
30.0,female,1,33149.0,6,MORTGAGE,4515.0,PERSONAL,11.13,0.14,7.0,528,Yes,0
40.0,female,0,61978.0,18,MORTGAGE,6728.0,EDUCATION,16.36,0.11,12.0,709,No,0
45.0,female,2,63380.0,21,OWN,9600.0,EDUCATION,8.66,0.15,16.0,676,No,0
30.0,male,3,107762.0,7,MORTGAGE,4057.0,EDUCATION,6.59,0.04,6.0,671,No,0
32.0,male,3,164332.0,7,MORTGAGE,8000.0,DEBTCONSOLIDATION,12.02,0.05,9.0,627,No,0
34.0,female,0,49377.0,7,RENT,7000.0,VENTURE,14.4,0.14,7.0,660,Yes,0
27.0,female,3,32792.0,5,RENT,2957.0,MEDICAL,7.49,0.09,6.0,696,No,0
37.0,female,1,37133.0,14,RENT,8875.0,EDUCATION,10.59,0.24,11.0,676,Yes,0
24.0,male,3,54780.0,2,MORTGAGE,16750.0,EDUCATION,12.73,0.31,4.0,681,Yes,0
25.0,female,1,34332.0,2,OWN,14125.0,VENTURE,6.99,0.41,4.0,658,Yes,0
28.0,male,0,45627.0,8,RENT,3000.0,MEDICAL,11.16,0.07,5.0,625,Yes,0
26.0,female,3,51195.0,0,RENT,11253.0,DEBTCONSOLIDATION,13.24,0.22,5.0,618,Yes,0
21.0,female,2,79187.0,0,MORTGAGE,10000.0,EDUCATION,6.03,0.13,3.0,642,No,0
38.0,male,0,67214.0,18,RENT,6000.0,PERSONAL,13.08,0.09,12.0,634,No,0
24.0,male,0,144866.0,1,RENT,23684.0,VENTURE,13.29,0.16,3.0,577,Yes,0
24.0,male,0,52805.0,2,RENT,8000.0,VENTURE,8.77,0.15,3.0,539,Yes,0
37.0,male,2,54985.0,13,RENT,12369.0,MEDICAL,8.35,0.22,10.0,705,No,0
30.0,male,3,51142.0,11,RENT,12000.0,MEDICAL,11.69,0.23,9.0,677,Yes,0
25.0,female,0,99261.0,2,MORTGAGE,7002.0,EDUCATION,9.98,0.07,5.0,645,Yes,0
33.0,male,2,735477.0,12,RENT,5950.0,DEBTCONSOLIDATION,12.73,0.01,10.0,578,Yes,0
48.0,male,2,63227.0,23,OWN,9600.0,EDUCATION,9.6,0.15,20.0,641,No,0
23.0,female,3,67018.0,0,RENT,3500.0,DEBTCONSOLIDATION,10.0,0.05,4.0,642,No,0
28.0,male,2,270918.0,6,MORTGAGE,26319.0,VENTURE,13.51,0.1,6.0,672,Yes,0
28.0,female,0,139299.0,7,MORTGAGE,18000.0,DEBTCONSOLIDATION,10.87,0.13,9.0,461,Yes,0
34.0,male,1,80406.0,9,RENT,13836.0,VENTURE,10.95,0.17,12.0,500,Yes,0
26.0,female,0,58529.0,5,MORTGAGE,9548.0,EDUCATION,9.62,0.16,5.0,629,Yes,0
25.0,female,0,47548.0,1,OWN,12000.0,VENTURE,10.38,0.25,3.0,642,Yes,0
23.0,male,2,102979.0,1,RENT,7199.0,VENTURE,6.95,0.07,4.0,660,No,0
26.0,male,2,101791.0,2,RENT,12000.0,PERSONAL,10.81,0.12,4.0,672,Yes,0
27.0,female,2,69373.0,5,RENT,12000.0,EDUCATION,12.74,0.17,5.0,620,Yes,0
30.0,male,3,50744.0,8,MORTGAGE,14935.0,VENTURE,10.11,0.29,9.0,642,Yes,0
24.0,female,0,102960.0,0,MORTGAGE,4000.0,EDUCATION,7.31,0.04,4.0,486,Yes,0
25.0,male,1,110034.0,1,MORTGAGE,13939.0,DEBTCONSOLIDATION,12.43,0.13,3.0,605,No,0
25.0,male,3,99470.0,0,MORTGAGE,20000.0,MEDICAL,12.79,0.2,2.0,644,No,0
27.0,male,0,37993.0,7,RENT,4932.0,VENTURE,10.49,0.13,4.0,655,No,0
32.0,male,2,150920.0,11,MORTGAGE,12381.0,PERSONAL,10.87,0.08,10.0,680,Yes,0
25.0,female,2,87232.0,0,MORTGAGE,16965.0,MEDICAL,7.5,0.19,4.0,638,No,0
25.0,female,3,59793.0,2,OWN,3000.0,PERSONAL,11.97,0.05,2.0,690,No,0
29.0,male,1,56268.0,5,MORTGAGE,4000.0,PERSONAL,8.1,0.07,9.0,662,Yes,0
24.0,male,0,109017.0,2,OWN,8197.0,PERSONAL,11.01,0.08,3.0,563,Yes,0
23.0,female,1,64404.0,0,RENT,10000.0,MEDICAL,10.21,0.16,4.0,633,No,0
27.0,female,0,38503.0,5,MORTGAGE,12000.0,MEDICAL,11.47,0.31,4.0,621,Yes,0
34.0,male,2,80166.0,14,RENT,11200.0,HOMEIMPROVEMENT,8.3,0.14,10.0,611,No,0
23.0,female,2,54596.0,1,MORTGAGE,15000.0,VENTURE,12.26,0.27,3.0,714,Yes,0
42.0,male,2,62981.0,22,RENT,1500.0,VENTURE,11.71,0.02,12.0,649,No,0
28.0,female,1,87345.0,8,MORTGAGE,12000.0,PERSONAL,8.12,0.14,8.0,715,No,0
25.0,female,1,144853.0,0,MORTGAGE,10000.0,MEDICAL,6.65,0.07,2.0,578,Yes,0
27.0,male,0,64284.0,5,RENT,9688.0,HOMEIMPROVEMENT,10.44,0.15,5.0,592,Yes,0
27.0,female,1,75173.0,7,RENT,9162.0,HOMEIMPROVEMENT,13.17,0.12,5.0,625,Yes,0
24.0,male,2,73189.0,4,MORTGAGE,10000.0,EDUCATION,5.8,0.14,4.0,680,No,0
29.0,male,2,42672.0,8,MORTGAGE,3600.0,VENTURE,9.53,0.08,10.0,700,Yes,0
25.0,male,3,39624.0,0,RENT,7500.0,MEDICAL,13.1,0.19,5.0,674,No,0
29.0,male,1,91322.0,9,MORTGAGE,12000.0,HOMEIMPROVEMENT,8.09,0.13,6.0,606,Yes,0
25.0,male,3,103093.0,1,RENT,15000.0,VENTURE,8.19,0.15,4.0,652,Yes,0
25.0,male,1,42864.0,3,RENT,3500.0,PERSONAL,14.65,0.08,4.0,563,Yes,0
24.0,male,1,60946.0,2,MORTGAGE,6400.0,VENTURE,7.84,0.11,4.0,602,Yes,0
22.0,male,1,33559.0,0,RENT,5000.0,EDUCATION,8.18,0.15,3.0,652,Yes,0
56.0,female,3,109004.0,36,RENT,7200.0,DEBTCONSOLIDATION,6.17,0.07,20.0,736,No,0
24.0,male,1,71778.0,1,MORTGAGE,9511.0,EDUCATION,7.08,0.13,4.0,483,Yes,0
